address,current_zone,current_potential_units,distance_to_station_ft,ballot_zone,ballot_potential_units,additional_units
3710 N QUEBEC ST,C-MU-20,538.0,2320.433158799616,C-MU-20,538,0.0
4300 N KALAMATH ST,R-MU-30,250.0,1154.0633049435758,R-MU-30,250,0.0
4341 N JASON ST,I-MX-3,25.0,1123.2739252507022,I-MX-3,25,0.0
3845 N LIPAN ST,U-MX-3,25.0,1808.0866747020946,U-MX-3,25,0.0
1329 W 38TH AVE,U-MX-3,55.0,2016.513270170917,U-MX-3,55,0.0
784 W 39TH AVE,C-MX-20,687.0,1140.2680979605818,C-MX-20,687,0.0
3455 RINGSBY CT,C-MX-8,395.0,2227.465613240605,C-MX-8,395,0.0
3495 RINGSBY CT,C-MX-8,77.0,2208.6856695030947,C-MX-8,77,0.0
3457 RINGSBY CT #SETP,C-MX-8,157.0,2370.7303052349475,C-MX-8,157,0.0
3509 RINGSBY CT,C-MX-12,280.0,2556.286733694935,C-MX-12,280,0.0
3507 RINGSBY CT,C-MX-12,517.0,2175.901044440146,C-MX-12,517,0.0
3505 RINGSBY CT,C-MX-12,379.0,2193.7672977429324,C-MX-12,379,0.0
3457 RINGSBY CT MASTR,C-MX-8,796.0,2370.992526677762,C-MX-8,796,0.0
4300 N BRIGHTON BLVD,I-MX-8,157.0,2629.3039781533316,I-MX-8,157,0.0
4300 N BRIGHTON BLVD,I-MX-8,191.0,2373.6141103040786,I-MX-8,191,0.0
4242 WYNKOOP ST,I-MX-8,703.0,1924.3592722600556,I-MX-8,703,0.0
4150 N BRIGHTON BLVD,I-MX-8,106.0,2197.9589869065994,I-MX-8,106,0.0
1777 40TH ST,I-MX-8,544.0,1367.6495978063551,I-MX-8,544,0.0
1701 38TH ST,I-MX-12,100.0,745.9658827749734,I-MX-12,100,0.0
3800 N BRIGHTON BLVD,I-MX-12,518.0,794.6876325715722,I-MX-12,518,0.0
3800 WYNKOOP ST,I-MX-12,1560.0,418.8897350529814,I-MX-12,1560,0.0
3800 WALNUT ST,C-MX-8,123.0,590.1136538201449,C-MX-8,123,0.0
3827 N LAFAYETTE ST,C-MX-8,894.0,719.7540831220464,C-MX-8,894,0.0
3051 E 45TH AVE,I-MX-3,70.0,2382.882630901072,I-MX-3,70,0.0
3601 E 38TH AVE,I-MX-3,50.0,2117.1722408557744,I-MX-3,50,0.0
3801 E 40TH AVE,I-MX-3,51.0,980.8244355293484,I-MX-3,51,0.0
3935 N MADISON ST,I-MX-3,106.0,1584.3543668019224,I-MX-3,106,0.0
3901 N MONROE ST,I-MX-3,47.0,1772.375481788094,I-MX-3,47,0.0
3500 E 40TH AVE,I-MX-3,73.0,1376.952850865939,I-MX-3,73,0.0
3883 N MONROE ST,I-MX-3,106.0,1974.9667792382006,I-MX-3,106,0.0
3801 N MONROE ST,I-MX-3,50.0,2374.39051919129,I-MX-3,50,0.0
1675 E 35TH AVE,R-MU-20,490.0,2205.3843924736298,R-MU-20,490,0.0
3301 LAWRENCE ST,R-MU-30,625.0,1965.0117736445836,R-MU-30,625,0.0
3330 LARIMER ST,I-MX-3,25.0,1900.868723705037,I-MX-3,25,0.0
3201 CURTIS ST,U-MX-2X,22.0,1433.56133809437,U-MX-2X,22,0.0
3158 LARIMER ST,I-MX-3,37.0,2177.347935900994,I-MX-3,37,0.0
2955 N DOWNING ST,C-MX-3,35.0,40.47842746266047,C-MX-8x,93,58.0
2900 WELTON ST MASTR,C-MX-5,73.0,748.3973025692544,C-MX-5,73,0.0
501 28TH ST,G-MX-3,127.0,299.8127097057098,C-MX-8x,338,211.0
2736 WELTON ST,C-MX-5,73.0,20.78048201126983,C-MX-8x,118,45.0
801 E 26TH AVE MISC,G-MX-3,83.0,163.05181023928526,C-MX-8x,222,139.0
2825 N HIGH ST,U-MX-2X,42.0,2343.9595894071877,U-MX-2X,42,0.0
3350 N BRIGHTON BLVD,I-MX-8,222.0,1669.6245931378728,I-MX-8,222,0.0
3334 N BRIGHTON BLVD,C-MX-12,215.0,1789.8651357954218,C-MX-12,215,0.0
3789 WALNUT ST,C-MX-12,176.0,269.705939092095,C-MX-12,176,0.0
3735 BLAKE ST,C-MX-12,374.0,0.0,C-MX-12,374,0.0
3763 WYNKOOP ST,I-MX-12,100.0,676.0459334328732,I-MX-12,100,0.0
3757 N BRIGHTON BLVD,I-MX-12,279.0,1014.9153148798946,I-MX-12,279,0.0
3655 N BRIGHTON BLVD,I-MX-12,110.0,1016.1980142647465,I-MX-12,110,0.0
3651 DELGANY ST,I-MX-8,71.0,1357.544031968168,I-MX-8,71,0.0
3653 CHESTNUT PL,I-MX-8,333.0,1691.1821964183657,I-MX-8,333,0.0
3501 BLAKE ST,C-MX-12,203.0,747.4369482125115,C-MX-12,203,0.0
3501 LARIMER ST,C-MX-12,106.0,1092.16070268304,C-MX-12,106,0.0
3400 BLAKE ST,C-MX-8,132.0,1299.9916641513532,C-MX-8,132,0.0
3463 BLAKE ST,C-MX-8,84.0,1064.7575078379164,C-MX-8,84,0.0
3440 N BRIGHTON BLVD,I-MX-8,107.0,1348.0746697043264,I-MX-8,107,0.0
3343 LARIMER ST,R-MU-30,1317.0,1641.3242733002464,R-MU-30,1317,0.0
3299 N BRIGHTON BLVD,C-MX-12,976.0,2230.9871659748696,C-MX-12,976,0.0
3220 N WALNUT ST,C-MX-5,354.0,2101.8503208751636,C-MX-5,354,0.0
3200 BLAKE ST,C-MX-5,44.0,2352.1961693285,C-MX-5,44,0.0
1370 32ND ST,I-MX-3,25.0,2526.81458129498,I-MX-3,25,0.0
3047 LARIMER ST,I-MX-3,31.0,2357.271872796791,I-MX-3,31,0.0
2940 WALNUT ST,I-MX-5,42.0,2570.842305753824,I-MX-5,42,0.0
2945 LARIMER ST,I-MX-3,55.0,2406.040573040916,I-MX-3,55,0.0
2903 LARIMER ST,I-MX-3,25.0,2483.4879656327744,I-MX-3,25,0.0
2800 WALNUT ST,I-MX-5,125.0,2639.2376102683706,I-MX-5,125,0.0
2809 LARIMER ST,C-MU-20,167.0,2499.076780812953,C-MU-20,167,0.0
2819 LARIMER ST,I-MX-3,38.0,2511.7536822491566,I-MX-3,38,0.0
3054 CALIFORNIA ST,C-MX-5,90.0,0.0,C-MX-8x,144,54.0
3000 LAWRENCE ST,R-MU-30,1196.0,1677.294088817814,R-MU-30,1196,0.0
1130 31ST ST,R-MU-30,399.0,1798.2359521248868,R-MU-30,399,0.0
2847 WELTON ST,C-MX-5,53.0,546.0883470251587,C-MX-8x,84,31.0
2810 LARIMER ST,I-MX-3,44.0,2301.576324878594,I-MX-3,44,0.0
2701 LAWRENCE ST,U-MX-2,29.0,2138.768870363114,U-MX-2,29,0.0
2637 WELTON ST,C-MX-8,75.0,447.268114699578,C-MX-8,75,0.0
2633 CALIFORNIA ST,G-MU-3,59.0,500.99641648849786,C-MX-8x,158,99.0
2751 LARIMER ST,I-MX-3,25.0,2486.274592765579,I-MX-3,25,0.0
2737 LARIMER ST,I-MX-3,38.0,2484.748443526969,I-MX-3,38,0.0
2734 WALNUT ST,I-MX-5,62.0,2625.6732004703485,I-MX-5,62,0.0
2718 WALNUT ST,I-MX-5,52.0,2626.431528474439,I-MX-5,52,0.0
1336 27TH ST,I-MX-3,37.0,2501.655465916145,I-MX-3,37,0.0
2631 LARIMER ST,I-MX-3,23.0,2521.4176187475155,I-MX-3,23,0.0
2601 LARIMER ST,I-MX-3,40.0,2506.1134013716896,I-MX-3,40,0.0
2660 WALNUT ST,I-MX-3,27.0,2633.7658303467347,I-MX-3,27,0.0
2590 WALNUT ST,C-MX-5,42.0,2625.5219821665637,C-MX-5,42,0.0
2907 N HURON ST,R-MU-30,315.0,2076.1710120279163,R-MU-30,315,0.0
1711 19TH ST,I-MX-8,87.0,1642.07242969637,I-MX-8,87,0.0
3550 N KALAMATH ST,C-MX-5,54.0,2626.0885328447916,C-MX-5,54,0.0
1615 BOULDER ST,C-MX-5,80.0,2552.837380166756,C-MX-5,80,0.0
2535 17TH ST,C-MX-5,92.0,2216.769068501292,C-MX-5,92,0.0
2534 18TH ST,C-MX-5,64.0,2269.7319469361964,C-MX-5,64,0.0
1575 BOULDER ST,C-MX-5,50.0,2571.4941182535836,C-MX-5,50,0.0
1840 PLATTE ST,C-MX-5,85.0,1382.9670302056336,C-MX-5,85,0.0
1740 PLATTE ST,C-MX-5,39.0,1517.3818296097702,C-MX-5,39,0.0
1720 PLATTE ST,C-MX-5,88.0,1404.5590389185686,C-MX-5,88,0.0
1768 PLATTE ST,C-MX-5,39.0,1597.3979644554338,C-MX-5,39,0.0
2420 W 26TH AVE,C-MX-12,2575.0,2444.8818833734317,C-MX-12,2575,0.0
2420 N ALCOTT ST,C-MX-12,116.0,2446.074354647581,C-MX-12,116,0.0
2059 N BRYANT ST,C-MX-5,47.0,2482.50392618345,C-MX-5,47,0.0
2075 N BRYANT ST,C-MX-5,51.0,2539.398584412091,C-MX-5,51,0.0
2000 N CLAY ST,C-MX-5,99.0,2385.1290546450728,C-MX-5,99,0.0
1700 N GROVE ST,G-MU-3,22.0,2508.825870330279,G-MU-3,22,0.0
1705 N FEDERAL BLVD,C-MX-5,54.0,2476.036581199348,C-MX-5,54,0.0
1605 N FEDERAL BLVD,C-MX-5,54.0,2039.4058328953665,C-MX-5,54,0.0
1611 N FEDERAL BLVD,C-MX-5,54.0,2128.8815480512044,C-MX-5,54,0.0
1679 N FEDERAL BLVD,C-MX-5,109.0,2217.4912517852113,C-MX-5,109,0.0
2755 W 17TH AVE,C-MU-30,16554.0,2173.8581527518386,C-MU-30,16554,0.0
1655 MILE HIGH STADIUM WEST CIR,C-MU-30,3547.0,1453.7509749546755,C-MU-30,3547,0.0
1635 N BRYANT ST,C-MU-30,29098.0,1338.7664959570798,C-MU-30,29098,0.0
1720 N FEDERAL BLVD,C-MX-5,357.0,2447.4658091970996,C-MX-5,357,0.0
1601 MILE HIGH STADIUM CIR,C-MU-30,2300.0,1116.0245084527767,C-MU-30,2300,0.0
2621 W COLFAX AVE,C-MU-30,545.0,1481.405927421361,C-MU-30,545,0.0
2525 W COLFAX AVE,C-MX-8,78.0,1741.8695229951081,C-MX-8,78,0.0
1600 WEWATTA ST,T-MU-30,778.0,656.5457764667158,T-MU-30,778,0.0
1950 19TH ST,C-MX-12,126.0,1101.423412247065,C-MX-12,126,0.0
2200 7TH ST,C-MU-10,1204.0,1581.292131282598,C-MU-10,1204,0.0
2332 15TH ST,C-MX-5,56.0,1448.4473604235925,C-MX-5,56,0.0
2376 15TH ST,C-MX-5,37.0,1648.3631131267866,C-MX-5,38,1.0
2301 7TH ST,C-MX-5,44.0,1853.2165771973637,C-MX-5,44,0.0
2323 7TH ST,C-MX-5,89.0,1938.9626505653325,C-MX-5,89,0.0
2345 7TH ST,C-MX-5,58.0,2057.237876284293,C-MX-5,58,0.0
2311 10TH ST,C-MU-10,1718.0,1806.737730967648,C-MU-10,1718,0.0
2311 10TH ST MISC,C-MU-10,600.0,1826.3564289713304,C-MU-10,600,0.0
501 WAZEE ST,C-MX-8,158.0,564.6510317831448,C-MX-8,158,0.0
551 WAZEE ST,C-MX-8,267.0,695.9707269615656,C-MX-8,267,0.0
500 WAZEE ST,C-MX-8,172.0,521.0884234987733,C-MX-8,172,0.0
319 WALNUT ST,I-MX-3,44.0,126.69390953987967,C-MX-8x,118,74.0
319 WALNUT ST,I-MX-3,29.0,188.77829401102562,C-MX-8x,78,49.0
1055 AURARIA PKWY,C-MX-8,100.0,1016.4619915763942,C-MX-8,100,0.0
1322 BLAKE ST,C-MX-8,75.0,2074.603179715757,C-MX-8,75,0.0
1401 13TH ST,C-MX-8,82.0,2051.823184032264,C-MX-8,82,0.0
1201 4TH ST,C-MX-16,286.0,0.0,C-MX-16,286,0.0
2201 GLENARM PL,G-MU-3,25.0,1114.92856774739,G-MU-3,25,0.0
2011 GLENARM PL,C-MX-12,100.0,232.0406031488325,C-MX-12,100,0.0
2071 GLENARM PL,C-MX-5,42.0,430.7865231627215,C-MX-8x,67,25.0
225 E 20TH AVE,C-MX-5,49.0,615.1816800443248,C-MX-8x,79,30.0
2044 GLENARM PL,C-MX-5,42.0,517.5579940472292,C-MX-8x,67,25.0
127 E 20TH AVE,C-MX-5,45.0,437.1363384191151,C-MX-8x,71,26.0
2500 LARIMER ST,I-MX-3,25.0,2271.280556944773,I-MX-3,25,0.0
2485 WELTON ST,C-MX-8,101.0,184.35724279062154,C-MX-8,101,0.0
2359 CALIFORNIA ST,C-MX-3,82.0,768.8010379101377,C-MX-3,82,0.0
2340 CHAMPA ST,C-MX-3,50.0,1102.6211068019372,C-MX-3,50,0.0
2148 LARIMER ST,C-MX-8,67.0,2289.173015331363,C-MX-8,67,0.0
1900 N GRANT ST,C-MX-12,255.0,1012.0755225373678,C-MX-12,255,0.0
1930 N SHERMAN ST,C-MX-16,250.0,663.687355541622,C-MX-16,250,0.0
1840 N GRANT ST,C-MX-12,163.0,1180.29390362062,C-MX-12,163,0.0
370 E 19TH AVE,C-MX-12,148.0,1300.211573102291,C-MX-12,148,0.0
1802 N PENNSYLVANIA ST,C-MX-8,140.0,1869.1011692337447,C-MX-8,140,0.0
1801 N PEARL ST,C-MX-8,100.0,2021.4527212080936,C-MX-8,100,0.0
1850 N PEARL ST,C-MX-8,292.0,2086.3671968185595,C-MX-8,292,0.0
601 E 18TH AVE,C-MX-8,276.0,2168.655936803332,C-MX-8,276,0.0
701 E 18TH AVE,C-MX-8,59.0,2501.533023170144,C-MX-8,59,0.0
1766 N PEARL ST,C-MX-8,67.0,2296.8826774328604,C-MX-8,67,0.0
1712 N PEARL ST,C-MX-8,65.0,2529.835633506506,C-MX-8,65,0.0
1780 N PENNSYLVANIA ST,C-MX-8,134.0,2026.3542464453037,C-MX-8,134,0.0
501 E 17TH AVE,C-MX-8,117.0,2234.996028872472,C-MX-8,117,0.0
1730 N LOGAN ST,C-MX-12,107.0,1938.9747391079882,C-MX-12,107,0.0
1795 N LOGAN ST,C-MX-12,229.0,1614.1502190841402,C-MX-12,229,0.0
1640 N GRANT ST,C-MX-12,101.0,2238.8683216682243,C-MX-12,101,0.0
125 E 18TH AVE,C-MX-16,183.0,1048.0497443381587,C-MX-16,183,0.0
1655 N SHERMAN ST,C-MX-16,121.0,1903.5369461916348,C-MX-16,121,0.0
1603 N SHERMAN ST,C-MX-16,434.0,1968.707080734246,C-MX-16,434,0.0
1655 N GRANT ST,C-MX-12,107.0,2013.6909318560072,C-MX-12,107,0.0
700 E 24TH AVE,U-MX-3,26.0,739.7441757789397,U-MX-3,26,0.0
2253 N DOWNING ST,U-MX-3,31.0,1935.3806485821233,U-MX-3,31,0.0
2100 N DOWNING ST,U-MX-3,44.0,2516.9056727246466,U-MX-3,44,0.0
1331 N SPEER BLVD,C-MX-12,1132.0,1197.8856734583117,C-MX-12,1132,0.0
1385 N SANTA FE DR,C-MX-8,65.0,1082.501068195505,C-MX-8,65,0.0
1355 N SANTA FE DR STE,C-MX-8,208.0,1160.3315010908427,C-MX-8,208,0.0
2027 W COLFAX AVE,C-MX-5,160.0,1332.557213239575,C-MX-5,160,0.0
2020 W COLFAX AVE,C-MX-8,529.0,1684.0309688229656,C-MX-8,529,0.0
2060 W COLFAX AVE,C-MX-8,94.0,1757.2878644548043,C-MX-8,94,0.0
2040 W COLFAX AVE,C-MX-8,116.0,1700.923928575698,C-MX-8,116,0.0
2000 W COLFAX AVE,C-MX-5,116.0,1547.1601550247992,C-MX-5,116,0.0
1432 N ZUNI ST,C-MX-5,53.0,1627.7003841792423,C-MX-5,53,0.0
1535 W 13TH AVE,I-MX-5,178.0,1562.6447749467297,I-MX-5,178,0.0
1530 W 13TH AVE,I-MX-5,223.0,1254.6381137161736,I-MX-5,223,0.0
1949 W 12TH PL,I-MX-5,45.0,1973.8460613642992,I-MX-5,45,0.0
2800 W HOWARD PL,C-MX-5,513.0,0.0,C-MX-8x,820,307.0
1470 MILE HIGH STADIUM CIR,C-MU-30,310.0,1065.6529157583493,C-MU-30,310,0.0
2705 W HOWARD PL,C-MU-30,4676.0,419.6088351495478,C-MU-30,4676,0.0
2775 W 13TH AVE,C-MU-30,653.0,690.3826793936365,C-MU-30,653,0.0
2644 W COLFAX AVE,C-MX-8,81.0,1303.051517730635,C-MX-8,81,0.0
1398 N KING ST,G-MU-5,41.0,877.9554115883263,G-MU-5,41,0.0
3131 W 14TH AVE,C-MX-5,64.0,930.3789061958665,C-MX-5,64,0.0
1405 N FEDERAL BLVD,C-MX-5,69.0,477.4165412698585,C-MX-8x,111,42.0
1400 N GROVE ST,C-MX-5,77.0,577.1927483172167,C-MX-8x,124,47.0
1251 N FEDERAL BLVD,E-MX-3,35.0,614.0386696875273,C-MX-8x,93,58.0
1205 N FEDERAL BLVD,E-MX-3,31.0,858.8513478387438,E-MX-3,31,0.0
1000 N KNOX CT,E-MX-2X,17.0,889.3726270019482,G-RX-5x,25,8.0
1023 N FEDERAL BLVD,E-MX-3,41.0,1376.1034460298938,E-MX-3,41,0.0
2746 W 13TH AVE,C-MX-8,133.0,768.7147391017495,C-MX-8,133,0.0
1100 N FEDERAL BLVD,C-MX-5,500.0,930.1259274332212,C-MX-5,500,0.0
2775 W 12TH AVE,C-MX-5,159.0,1064.2231949819807,C-MX-5,159,0.0
2929 W 10TH AVE,C-MX-5,306.0,1254.0328090003445,C-MX-5,306,0.0
1030 N FEDERAL BLVD,C-MX-5,109.0,1254.7486775346852,C-MX-5,109,0.0
2811 W 9TH AVE,I-MX-3,36.0,2154.0108140871243,I-MX-3,36,0.0
2950 W 10TH AVE,I-MX-3,53.0,1609.7946130257028,I-MX-3,53,0.0
900 N FEDERAL BLVD,E-MX-3,32.0,2070.4882598228232,E-MX-3,32,0.0
830 N FEDERAL BLVD,E-MX-3,53.0,2595.490674011427,E-MX-3,53,0.0
708 N SHERIDAN BLVD,C-MX-5,294.0,2283.6608136472623,C-MX-5,294,0.0
782 N SHERIDAN BLVD,C-MX-5,55.0,2168.773775954516,C-MX-5,55,0.0
701 W BAYAUD AVE MISC,I-MX-5,134.0,2613.559741060606,I-MX-5,134,0.0
7 S GALAPAGO ST,I-MX-5,253.0,2436.5886732831123,I-MX-5,253,0.0
90 S FOX ST,I-MX-5,55.0,2287.592391096524,I-MX-5,55,0.0
575 S BROADWAY,C-MX-16,929.0,1213.5606227779645,C-MX-16,929,0.0
595 S BROADWAY,C-MX-16,1844.0,628.9278136983098,C-MX-16,1844,0.0
695 S BROADWAY,C-MX-16,850.0,729.1684893467364,C-MX-16,850,0.0
655 S BROADWAY,C-MX-16,999.0,1138.451474354919,C-MX-16,999,0.0
675 S BROADWAY,C-MX-16,858.0,974.3249035069232,C-MX-16,858,0.0
363 S BROADWAY,C-MX-16,477.0,402.64525968955445,C-MX-16,477,0.0
323 S BROADWAY,C-MX-16,3418.0,970.201156041034,C-MX-16,3418,0.0
500 S SANTA FE DR MISC,S-MX-12,160.0,1115.3499544582767,S-MX-12,160,0.0
500 S SANTA FE DR,S-MX-12,4829.0,289.4841190848296,S-MX-12,4829,0.0
490 S SANTA FE DR,S-MX-12,114.0,180.9522790092564,S-MX-12,114,0.0
600 S SANTA FE DR,S-MX-12,682.0,1071.4275214218183,S-MX-12,682,0.0
900 W ALAMEDA AVE,C-MX-12,188.0,1258.8705499817663,C-MX-12,188,0.0
468 S SANTA FE DR,S-MX-12,228.0,526.242014337587,S-MX-12,228,0.0
725 S BROADWAY,C-MX-8,92.0,673.8671821401889,C-MX-8,92,0.0
701 S BROADWAY,C-MX-8,209.0,580.8738934843542,C-MX-8,209,0.0
875 S BROADWAY,C-MX-12,2369.0,71.8680863265329,C-MX-12,2369,0.0
1090 S LINCOLN ST,T-MU-30,1768.0,1915.1517131052242,T-MU-30,1768,0.0
389 S LIPAN ST,I-MX-3,98.0,2371.475059012757,I-MX-3,98,0.0
602 S LIPAN ST,I-MX-3,37.0,2381.5723096901593,I-MX-3,37,0.0
690 S LIPAN ST,I-MX-3,195.0,2451.7174930887836,I-MX-3,195,0.0
1221 S CLARKSON ST,U-MX-3,52.0,415.93846938071664,C-MX-8x,139,87.0
1165 S BROADWAY,C-MX-12,161.0,2471.6311320228046,C-MX-12,161,0.0
1899 S ACOMA ST,C-MX-5,41.0,1930.9833686589072,C-MX-5,41,0.0
1890 S ACOMA ST,C-MX-8,67.0,2031.974567671337,C-MX-8,67,0.0
1666 S UNIVERSITY BLVD,E-MX-2X,33.0,1593.9036615817115,E-MX-2X,33,0.0
1776 S JACKSON ST,S-MX-12,550.0,2134.398913931539,S-MX-12,550,0.0
2033 S COLORADO BLVD,R-MU-30,5844.0,932.7814536841296,R-MU-30,5844,0.0
2095 S BANNOCK ST,G-MX-8,440.0,616.0980379587837,G-MX-8,440,0.0
2095 S BROADWAY,C-MX-5,67.0,1359.418143743033,C-MX-5,67,0.0
2170 S DELAWARE ST,C-MX-5,38.0,233.59846933229474,C-MX-8x,61,23.0
400 W EVANS AVE,I-MX-3,74.0,68.12607517960623,C-MX-8x,197,123.0
2201 S DELAWARE ST,I-MX-3,70.0,385.70985718508757,C-MX-8x,188,118.0
2248 S DELAWARE ST,I-MX-3,25.0,663.0224431442601,I-MX-3,25,0.0
2360 S DELAWARE ST,I-MX-3,25.0,1358.3317627607025,I-MX-3,25,0.0
2485 S SANTA FE DR,E-MX-2X,29.0,2270.3486199051904,E-MX-2X,29,0.0
2499 S DELAWARE ST,I-MX-3,24.0,2219.872954476951,I-MX-3,24,0.0
2300 S BROADWAY,U-MX-3,54.0,1856.848081583352,U-MX-3,54,0.0
2335 S BROADWAY,U-MX-3,25.0,1804.0528532887495,U-MX-3,25,0.0
2493 S BROADWAY,U-MX-3,23.0,2561.4881899281677,U-MX-3,23,0.0
1805 S BELLAIRE ST,S-MX-12,287.0,1388.0642563305587,S-MX-12,287,0.0
1777 S BELLAIRE ST,S-MX-12,325.0,1619.8221404402339,S-MX-12,325,0.0
1650 S COLORADO BLVD,S-MX-12,376.0,2490.0752006116227,S-MX-12,376,0.0
1800 S BELLAIRE ST APPRX,S-MX-8,191.0,1544.9329302594829,S-MX-8,191,0.0
4155 E JEWELL AVE,S-MX-12,790.0,1117.510923192051,S-MX-12,790,0.0
2200 S VALLEY HWY,S-MX-3,52.0,2082.1575207831465,S-MX-3,52,0.0
2130 S DAHLIA ST,I-MX-3,121.0,1837.0046915991252,I-MX-3,121,0.0
4201 E EVANS AVE,C-MX-20,1693.0,45.02320727199635,C-MX-20,1693,0.0
4509 E EVANS AVE,C-MX-20,243.0,712.4690561075677,C-MX-20,243,0.0
4301 E EVANS AVE,C-MX-20,774.0,93.50844634551642,C-MX-20,774,0.0
1970 S COLORADO BLVD,C-MX-20,983.0,111.48524667086048,C-MX-20,983,0.0
2000 S COLORADO BLVD,C-MX-20,1710.0,116.66585755731033,C-MX-20,1710,0.0
4260 E EVANS AVE,C-MX-5,62.0,467.92224074963684,C-MX-8x,99,37.0
2139 S BELLAIRE ST,C-MX-5,62.0,618.0326002628547,C-MX-8x,99,37.0
2130 S BELLAIRE ST,C-MX-5,41.0,626.7905797066659,C-MX-8x,66,25.0
2150 S BELLAIRE ST,C-MX-5,41.0,725.6352699161348,C-MX-5,41,0.0
2115 S BIRCH ST,C-MX-5,41.0,520.5632774750326,C-MX-8x,66,25.0
2137 S BIRCH ST,C-MX-5,41.0,753.3493386201241,C-MX-5,41,0.0
2101 S CLERMONT ST,C-MX-5,62.0,710.8236753515612,C-MX-5,62,0.0
2124 S BIRCH ST,C-MX-5,113.0,742.4325091199607,C-MX-5,113,0.0
2130 S COLORADO BLVD -2150,C-MX-12,212.0,816.9366239840763,C-MX-12,212,0.0
4120 E EVANS AVE,C-MX-5,164.0,536.4621486116026,C-MX-8x,263,99.0
2020 S COLORADO BLVD,C-MX-20,249.0,689.8343182104783,C-MX-20,249,0.0
2096 S COLORADO BLVD,C-MX-20,413.0,707.4276912848297,C-MX-20,413,0.0
4875 E EVANS AVE,I-MX-3,39.0,2092.1995848846277,I-MX-3,39,0.0
2101 S DAHLIA ST,I-MX-3,39.0,1766.998507664685,I-MX-3,39,0.0
5290 E YALE CIR,S-MX-5,107.0,117.38847813707523,C-MX-8x,171,64.0
5291 E YALE AVE,S-MX-5,118.0,279.94664262255765,C-MX-8x,189,71.0
5131 E YALE CIR,S-MX-5,75.0,399.1064911581706,C-MX-8x,119,44.0
5291 E YALE CIR,S-MX-5,46.0,96.03458026137967,C-MX-8x,74,28.0
6405 E HAMPDEN AVE,S-MX-5A,75.0,1893.575592146507,S-MX-5A,75,0.0
6435 E HAMPDEN AVE,S-MX-5A,316.0,1918.138967729783,S-MX-5A,316,0.0
6395 E HAMPDEN AVE,S-MX-5A,65.0,1879.3685016168229,S-MX-5A,65,0.0
6325 E HAMPDEN AVE,S-MX-5A,201.0,1998.9664072690514,S-MX-5A,201,0.0
6780 E HAMPDEN AVE,S-MX-3A,40.0,2238.588149200017,S-MX-3A,40,0.0
6630 E HAMPDEN AVE,S-MX-3A,40.0,1962.2291682570137,S-MX-3A,40,0.0
6740 E HAMPDEN AVE,S-MX-3A,80.0,2095.4406513666554,S-MX-3A,80,0.0
3701 S MONACO STREET PKWY APPRX,S-MX-5A,1393.0,199.08379147456444,C-MX-8x,2229,836.0
3625 S MONACO STREET PKWY,S-MX-5A,209.0,475.76862592507405,C-MX-8x,335,126.0
3551 S MONACO STREET PKWY,S-MX-5A,1060.0,1120.1249507146676,S-MX-5A,1060,0.0
3509 RINGSBY CT,C-MX-12,140.0,2556.286733694935,C-MX-12,140,0.0
3457 RINGSBY CT UNIT 200,C-MX-8,111.0,2370.992526677762,C-MX-8,111,0.0
4242 WYNKOOP ST,I-MX-5,149.0,1924.3592722600556,I-MX-5,149,0.0
4180 WYNKOOP ST,I-MX-5,149.0,1924.3592722600556,I-MX-5,149,0.0
3750 BLAKE ST,C-MX-12,321.0,118.65509428418115,C-MX-12,321,0.0
3300 WALNUT ST,R-MU-30,500.0,1833.8538272083006,R-MU-30,500,0.0
1565 N RALEIGH ST,C-MX-5,91.0,2526.072765230823,C-MX-5,91,0.0
1490 DELGANY ST,R-MU-30,982.0,1014.458380158089,R-MU-30,982,0.0
2321 ARAPAHOE ST,R-MU-30,772.0,1900.935293874955,R-MU-30,772,0.0
1331 N SPEER BLVD #3,C-MX-12,122.0,1197.8856734583117,C-MX-12,122,0.0
1391 N SPEER BLVD #2,C-MX-12,1010.0,1197.8856734583117,C-MX-12,1010,0.0
1370 N RIO CT,I-MX-5,109.0,1325.0600642177794,I-MX-5,109,0.0
1340 N RIO CT #101,I-MX-5,168.0,1325.0600642177794,I-MX-5,168,0.0
1165 S BROADWAY,T-MU-30,402.0,2471.6311320228046,T-MU-30,402,0.0
5307 E YALE AVE,R-MU-30,423.0,213.01521250065886,R-MU-30,423,0.0
6777 E HAMPDEN AVE,S-MX-3A,42.0,2414.9246508241927,S-MX-3A,42,0.0
7507 E 36TH AVE,C-MU-20,651.0,2549.5487182290617,C-MU-20,651,0.0
7306 E 36TH AVE,C-MU-20,7869.0,2414.5850700557644,C-MU-20,7869,0.0
2101 E 48TH AVE,C-MX-8,75.0,1614.0437558134806,C-MX-8,75,0.0
675 S BROADWAY # 1,C-MX-16,499.0,938.2650643378748,C-MX-16,499,0.0
703 W 39TH AVE,C-MX-20,350.0,892.1808863379027,C-MX-20,350,0.0
3134 WALNUT ST,I-MX-5,62.0,2499.5282706051216,I-MX-5,62,0.0
3980 N QUEBEC ST,I-MX-5,281.0,2074.114391396721,I-MX-5,281,0.0
7500 E 41ST AVE,I-MX-5,1171.0,2478.142894072107,I-MX-5,1171,0.0
101 S SANTA FE DR,I-MX-5,76.0,2551.2821384243753,I-MX-5,76,0.0
